test_id|interface|title|conf|pre-update database|pre-update table|pre-query mongo|pre-update mongo|wopParticipantID|wopSignkey|mopParticipantID|mopSignkey|data|expected|check_mongo|check_mongo_expected|update database|update_mongo|test_scenario
9-1|MPM QR Verification|mpmqrverify只上送wopUserReference(且值正确)||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference": "delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
9-2|MPM Payment|mpmpayment不上送wopUserReference，evonetUserReference||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"delete","evonetUserReference": "delete"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "V0001", "message": "Field {wopUserReference and evonetUserReference} absent or empty."}|||||all
10-1|MPM QR Verification|mpmqrverify只上送evonetUserReference(且值正确)||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
10-2|MPM Payment|mpmpayment上送正确的evonetUserReference||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|||||all
11-1|MPM QR Verification|mpmqrverify只上送evonetUserReference(且值正确)||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
11-2|MPM Payment|mpmpayment上送错误的evonetUserReference||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_","wopUserReference":"delete"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0031", "message": "{evonetUserReference} does not match."}|||||all
12-1|MPM QR Verification|mpmqrverify只上送evonetUserReference(且值正确)||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
12-2|MPM Payment|mpmpayment不上送evonetUserReference，上送wopUserReference||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"delete"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0031", "message": "{evonetUserReference} does not match."}|||||all
13-1|MPM QR Verification|mpmqrverify只上送evonetUserReference(且值正确)||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
13-2|MPM Payment|mpmpayment上送evonetUserReference，wopUserReference||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|||||all
15-1|MPM QR Verification|mpmqrverify-上送了正确wopUserReference和evonetUserReference||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
15-2|MPM Payment|mpmpayment上送正确evonetUserReference，wopUserReference||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|||||all
16-1|MPM QR Verification|mpmqrverify-上送了正确wopUserReference和evonetUserReference||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
16-2|MPM Payment|mpmpayment上送正确evonetUserReference，上送错误wopUserReference||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JnPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0031", "message": "{wopUserReference} does not match."}|||||all
17-1|MPM QR Verification|mpmqrverify-上送了正确wopUserReference和evonetUserReference||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
17-2|MPM Payment|mpmpayment不上送evonetUserReference，上送正确wopUserReference||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"delete"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0031", "message": "{evonetUserReference} does not match."}|||||all
18-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"WOP_Auto_JCoinPay_031"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
18-2|MPM Payment|mpmpaymentevonetReference不存在||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "696278828619674567", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0008", "message": "{evonetReference} invalid."}|||||all
19-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"WOP_Auto_JCoinPay_031"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
19-2|MPM Payment|mpmpaymentevonetReference成功||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY","value": "23"}}|{"code": "S0000", "message": "Success."}|||||all
19-2|MPM Payment|mpmpaymentevonetReference重复||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0008", "message": "{evonetReference} invalid."}|||||all
20-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
20-2|MPM Payment|mpmpayment交易支持用户输入交易金额_与验码中的金额不一致||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "24"}}|{"code":"B0024","message":"Invalid amount."}|||||all
22-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
22-2|MPM Payment|mpmpayment使用个性化配置,Transaction Currency与MOP Settlement Currency相同,不计算billing||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "JPY","wopSettleCurrency" : "JPY","billingCurrency" : "CNY","billingSourceCurrency" : "JPY","billingDestinationCurrency" : "CNY","cccr" : 0.08}|||all
23-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
23-2|MPM Payment|mpmpayment使用个性化配置,Transaction Currency与MOP Settlement Currency与billingcurency相同，计算billing||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}|{"specialInfo.mpmPaymentCardScheme":True,"settleInfo.isBillingAmountCalculated" : True,"billingCurrency" : "JPY"}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000","message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "JPY","wopSettleCurrency" : "JPY","billingCurrency" : "JPY"}|||all
24-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_032||MOP_Auto_GrabPay_032||{"brandID": "Auto_GrabPay_032", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_032","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay032.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
24-2|MPM Payment|mpmpayment使用默认配置,Transaction Currency与MOP Settlement Currency与billingcurency都相同||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_032"}|{"specialInfo.mpmPaymentCardScheme":True,"settleInfo.isBillingAmountCalculated" : True}|WOP_Auto_JCoinPay_032||MOP_Auto_GrabPay_032||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_032","evonetUserReference":"WOP_Auto_JCoinPay_032"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000","message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "JPY","wopSettleCurrency" : "JPY","billingCurrency" : "JPY"}|||all
25-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_032||MOP_Auto_GrabPay_032||{"brandID": "Auto_GrabPay_032", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_032","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay032.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
25-2|MPM Payment|mpmpayment使用默认配置,Transaction Currency与MOP Settlement Currency,billing为false||tyo|wop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_032","settleInfo.isBillingAmountCalculated" : False}|{"specialInfo.mpmPaymentCardScheme":True,"settleInfo.isBillingAmountCalculated" : False}|WOP_Auto_JCoinPay_032||MOP_Auto_GrabPay_032||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_032","evonetUserReference":"WOP_Auto_JCoinPay_032"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000","message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "JPY","wopSettleCurrency" : "JPY","billingCurrency":"CNY","billingSourceCurrency" : "JPY","billingDestinationCurrency" : "CNY","cccr" : 0.08}|||all
26-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_032||MOP_Auto_GrabPay_032||{"brandID": "Auto_GrabPay_032", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_032","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay032.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
26-2|MPM Payment|mpmpayment使用默认配置,Transaction Currency与MOP Settlement Currency与billingcurency都不同||tyo|wop&mop|{"baseInfo.wopID":"WOP_Auto_JCoinPay_032"}&{"baseInfo.mopID" : "MOP_Auto_GrabPay_032"}|{"specialInfo.mpmPaymentCardScheme":True,"settleInfo.isBillingAmountCalculated" : True,"settleInfo.settleCurrency" : "USD","settleInfo.billingCurrency" : "CNY"}&{"settleInfo.settleCurrency" : "CAD"}|WOP_Auto_JCoinPay_032||MOP_Auto_GrabPay_032||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_032","evonetUserReference":"WOP_Auto_JCoinPay_032"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000","message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "CAD","mopSettleSourceCurrency" : "JPY","mopSettleDestinationCurrency" : "CAD","mccr" : 0.11,"wopSettleCurrency" : "USD","wopSettleSourceCurrency" : "JPY","wopSettleDestinationCurrency" : "USD","wccr" : 0.0,"billingCurrency" : "CNY","billingSourceCurrency" : "JPY","billingDestinationCurrency" : "CNY","cccr" : 0.0}|||all
27-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
27-2|MPM Payment|mpmpayment使用个性化配置,Transaction Currency与MOP Settlement Currency与billing不同||tyo|wop&customizeConfig|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}&{"mopID":"MOP_Auto_GrabPay_031"}|{"specialInfo.mpmPaymentCardScheme":True,"settleInfo.isBillingAmountCalculated":True,"settleInfo.billingCurrency":"USD"}&{"settleCurrency" : "CAD"}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "CAD","mopSettleSourceCurrency" : "JPY","mopSettleDestinationCurrency" : "CAD","mccr" : 0.11,"wopSettleCurrency" : "CAD","wopSettleSourceCurrency" : "JPY","wopSettleDestinationCurrency" : "CAD","wccr" : 0.11,"billingCurrency" : "USD","billingSourceCurrency" : "JPY","billingDestinationCurrency" : "USD","cccr" : 0.0}|||all
28-1|MPM QR Verification|mpmqrverify成功||||||WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"brandID": "Auto_GrabPay_031", "userData": {"evonetUserReference":"WOP_Auto_JCoinPay_031","wopUserReference":"delete"}, "qrPayload": "https://AutoGrabPay031.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
28-2|MPM Payment|mpmpayment使用直清模式,billing,settleamount为false，渠道返回相关字段||tyo|wop&customizeConfig|{"baseInfo.wopID":"WOP_Auto_JCoinPay_031"}&{"mopID":"MOP_Auto_GrabPay_031" }|{"specialInfo.mpmPaymentCardScheme":True,"settleInfo.isBillingAmountCalculated":False}&{"isSettlementAmountEVONETCalculated" : False}|WOP_Auto_JCoinPay_031||MOP_Auto_GrabPay_031||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference":"WOP_Auto_JCoinPay_031","evonetUserReference":"WOP_Auto_JCoinPay_031"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000","message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "JPY","mopSettleSourceCurrency" : "USD","mopSettleDestinationCurrency" : "CNY","mccr" : 0.08,"wopSettleCurrency" : "JPY","wopSettleSourceCurrency" : "USD","wopSettleDestinationCurrency" : "CNY","wccr" : 0.08, "billingCurrency" : "CNY","billingSourceCurrency" : "JPY","billingDestinationCurrency" : "CNY","cccr" : 0.08}|||all
