test_id|interface|title|conf|pre-update database|pre-update table|pre-query mongo|pre-update mongo|wopParticipantID|wopSignkey|mopParticipantID|mopSignkey|data|expected|check_mongo|check_mongo_expected|update database|update_mongo|test_scenario
39-2|MPM Payment Authentication|evonet给MOP提供货币转换-transcurrency:JPY,mopsettleCurrency:CAD,wopsettleCurrency:CAD,billingCurrency:USD,计算清算mopsettcurrency与wopsettcurrency相同，transcurrency与wopsettcurrency不同,取个性化表||||||WOP_Auto_JCoinPay_006||MOP_Auto_GrabPay_006||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "CAD","mopSettleSourceCurrency" : "JPY","mopSettleDestinationCurrency" : "CAD","mccr" : 0.11,"wopSettleCurrency" : "CAD","wopSettleSourceCurrency" : "JPY","wopSettleDestinationCurrency" : "CAD","wccr" : 0.12,"billingCurrency" : "USD","billingSourceCurrency" : "JPY","billingDestinationCurrency" : "USD", "cccr" : 0.15}|||all
40-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_007||MOP_Auto_GrabPay_007||{"brandID": "Auto_GrabPay_007", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay007.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
40-2|MPM Payment Authentication|evonet给MOP提供货币转换-wopSettCurrency:EUR,mopSettCurrency:CAD,billingSettCurrency:JPY,计算清算,取个性化表||||||WOP_Auto_JCoinPay_007||MOP_Auto_GrabPay_007||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "CAD","mopSettleSourceCurrency" : "JPY","mopSettleDestinationCurrency" : "CAD","mccr" : 0.11,"wopSettleCurrency" : "EUR","wopSettleSourceCurrency" : "JPY","wopSettleDestinationCurrency" : "EUR","wccr" : 0.12,"billingCurrency" : "EUR","billingSourceCurrency" : "JPY","billingDestinationCurrency" : "EUR", "cccr" : 0.15}|||all
41-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_B01||MOP_Auto_GrabPay_B01||{"brandID": "Auto_GrabPay_B01", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPayB01.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
41-2|MPM Payment Authentication|MPM Payment Authentication-个性化表中isMPMSupported=false,mop中isMPMSupported=true|||customizeConfig|{"mopID":"MOP_Auto_GrabPay_B01"}|{"isMPMSupported" : False}|WOP_Auto_JCoinPay_B01||MOP_Auto_GrabPay_B01||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0021","message": "Transaction type unsupported."}|||||all
42-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
42-2|MPM Payment Authentication|MPM Payment Authentication-找不到evonetReference||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "notfound123", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0008", "message": "{evonetReference} invalid."}|||||all
43-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|{"evonetReference": "#evonetReference#"}|||{"deleteFlag" : True}|all
43-2|MPM Payment Authentication|MPM Payment Authentication-transReference表中deleteFlag为true||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0008", "message": "{evonetReference} invalid."}|||||all
44-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
44-2|MPM Payment Authentication|MPM Payment Authentication-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "thesamewopOrderNumber09876", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"wopID": "WOP_Auto_JCoinPay_001","mopID": "MOP_Auto_GrabPay_001"}|||all
44-3|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
44-4|MPM Payment Authentication|MPM Payment Authentication-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "thesamewopOrderNumber09876", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "B0028", "message": "Duplicate order number."}|||||all
45-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
45-2|MPM Payment Authentication|MPM Payment Authentication-与验码中的金额不一致小于验码金额||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "22"}}|{"code": "B0024", "message": "Invalid amount."}|||||all
46-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
46-2|MPM Payment Authentication|MPM Payment Authentication-与验码中的金额不一致大于验码金额||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "24"}}|{"code": "B0024", "message": "Invalid amount."}|||||all
47-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
47-2|MPM Payment Authentication|MPM Payment Authentication-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "chongfutest67892893", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status": "authorizing"}|||all
47-3|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
47-4|MPM Payment Authentication|MPM Payment Authentication-wopOrderNumer重复||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "chongfutest67892893", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|||||all
48-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
48-2|MPM Payment Authentication|MPM Payment Authentication-wopUserReference为1位-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "s"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status": "authorizing"}|||all
49-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
49-2|MPM Payment Authentication|MPM Payment Authentication-wopUserReference为小于512位并且为数字字母特殊符号-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#special_character#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status": "authorizing"}|||all
50-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
50-2|MPM Payment Authentication|MPM Payment Authentication-wopOrderNumber小于128位 数字+字母+特殊符号-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#special_character#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status": "authorizing"}|||all
51-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"brandID": "Auto_GrabPay_001", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay001.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
51-2|MPM Payment Authentication|MPM Payment Authentication-jpy 9.99-交易失败||||||WOP_Auto_JCoinPay_001||MOP_Auto_GrabPay_001||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "9.99"}}|{"code": "V0002", "message": "Field {transAmount.value} invalid value."}|||||all
53-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_019||MOP_Auto_GrabPay_019||{"brandID": "Auto_GrabPay_019", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay019.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
53-2|MPM Payment Authentication|MPM Payment Authentication-反向汇率中间汇率直接汇率取值,mop：存在反向，中间汇率；wop:存在中间汇率；billing:正向，反向，中间汇率都存在，个性化表中wccr,mccr为null-交易成功||||||WOP_Auto_JCoinPay_019||MOP_Auto_GrabPay_019||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "SGD","mopSettleSourceCurrency" : "JPY","mopSettleDestinationCurrency" : "SGD","mccr" : 0.17,"wopSettleCurrency" : "NOK","wopSettleSourceCurrency" : "JPY","wopSettleDestinationCurrency" : "NOK","wccr" :0.12,"billingCurrency" : "THB","billingSourceCurrency" : "JPY","billingDestinationCurrency" : "THB", "cccr" :  0.15}|||all
54-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_009||MOP_Auto_GrabPay_009||{"brandID": "Auto_GrabPay_009", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay009.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
54-2|MPM Payment Authentication|MPM Payment Authentication-transcurrency:JPY, mopsettleCurrency: CAD, wopsettleCurrency: EUR, billingCurrency: USD,无个性化配置，读取默认参数-交易成功||||||WOP_Auto_JCoinPay_009||MOP_Auto_GrabPay_009||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "#autotest_data#"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"mopSettleCurrency" : "CAD","mopSettleSourceCurrency" : "JPY","mopSettleDestinationCurrency" : "CAD","mccr" : 0.17,"wopSettleCurrency" : "EUR","wopSettleSourceCurrency" : "JPY","wopSettleDestinationCurrency" : "EUR","wccr" :0.12,"billingCurrency" : "USD","billingSourceCurrency" : "JPY","billingDestinationCurrency" : "USD", "cccr" :  0.15}|||all
55-1|MPM QR Verification|MPM QR Verification-交易成功||||||WOP_Auto_JCoinPay_010||MOP_Auto_GrabPay_010||{"brandID": "Auto_GrabPay_010", "userData": {"wopUserReference": "#autotest_data#","evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay010.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
